,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Epha4,0.04332360275384,1.86741084616835,0.25,0.171,1
Sept7,0.0433898128526535,0.425148128702016,0.73,0.895,1
Emc3,0.0434900477515946,0.345861473996837,0.286,0.5,1
Impact,0.043795702038053,4.17852525882371,0.076,0.013,1
Nmt2,0.0437957177121816,2.89766900858547,0.145,0.066,1
2700029M09Rik,0.0438331607777601,0.290232031418237,0.197,0.355,1
Fam159b,0.0439429219904428,-2.76312684185749,0.003,0.026,1
Dgki,0.0439429219904428,-2.70822736257807,0.003,0.026,1
C330013E15Rik,0.0439429219904428,-2.70676907620833,0.003,0.026,1
Wdr62,0.0439429219904428,-2.7007597915903,0.003,0.026,1
Spag5,0.0439429219904428,-2.68189628173677,0.003,0.026,1
Spag4,0.0439429219904428,-2.59425813738344,0.003,0.026,1
Gm26669,0.0439429219904428,-2.57632679850909,0.003,0.026,1
Cdkl3,0.0439429219904428,-2.46720679499542,0.003,0.026,1
Gm7008,0.0439429219904428,-2.43717555344879,0.003,0.026,1
Gm12500,0.0439429219904428,-2.35615445748562,0.003,0.026,1
9330104G04Rik,0.0439429219904428,-2.34932306852177,0.003,0.026,1
Npr3,0.0439429219904428,-2.30943734125845,0.003,0.026,1
Plpp2,0.0439429219904428,-2.25472571372196,0.003,0.026,1
Fam46a,0.0439429219904428,-2.1455041235725,0.003,0.026,1
March3,0.0439429219904428,-2.09332410469082,0.003,0.026,1
Tpbgl,0.0439429219904428,-2.043220245508,0.003,0.026,1
Celf6,0.0439429219904428,-2.03392698067724,0.003,0.026,1
Bmp2,0.0439429219904428,-2.0228387283914,0.003,0.026,1
Abcc8,0.0439429219904428,-1.99978781980636,0.003,0.026,1
Oip5,0.0439429219904428,-1.97316992281621,0.003,0.026,1
Gm17518,0.0439429219904428,-1.95035510594113,0.003,0.026,1
Smim10l2a,0.0439429219904428,-1.93867016866382,0.003,0.026,1
5830468F06Rik,0.0439429219904428,-1.93093687494218,0.003,0.026,1
Nek2,0.0439429219904428,-1.918492391779,0.003,0.026,1
Pecr,0.0439429219904428,-1.91669220928961,0.003,0.026,1
Pf4,0.0439429219904428,-1.89816186171359,0.003,0.026,1
BC068281,0.0439429219904428,-1.83613582791992,0.003,0.026,1
Wnk4,0.0439429219904428,-1.82292794007562,0.003,0.026,1
E030037K01Rik,0.0439429219904428,-1.80027133634463,0.003,0.026,1
